"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"W-4",2008,25,110,102,"EFH",1,590,5,200,1988,0,2,"günstig",5000,33.4,17946,1557597.48538304,1849
"AA-49",2016,142,106,106,"STW",3,0,3,NA,2007,0,3,"mittel",342,18.8,36558,2762032.78707375,48
"K-34",2009,261,101,112,"STW",11,0,2,NA,1986,0,4,"gehoben",4545,4.6,64100,161062.603420694,1092
"Z-12",2011,30,110,102,"STW",1,0,0,NA,2011,1,2,"günstig",5000,26.4,11739,914843.629552051,1758
"AO-28",2012,228,109,110,"Land",3,9030,NA,NA,1949,0,1,"sehr günstig",5000,24.4,5825,2462.7951256301,390
"R-35",2012,261,101,112,"STW",1,0,5,NA,1812,0,6,"sehr hoch",1507,2,16446,1062666.18676786,1073
"AF-22",2009,230,109,110,"EFH",11,110,4,90,1876,0,2,"günstig",5000,20.4,38202,273217.333814711,1496
"X-36",2015,193,102,109,"STW",11,0,5,NA,1974,0,2,"günstig",5000,7.6,71599,1611366.89758662,1054
"T-39",2016,154,107,107,"STW",1,0,0,NA,1993,0,6,"sehr hoch",1102,5.8,57133,2585631.04930636,968
"AC-21",2010,230,109,110,"EFH",11,760,9,220,1926,0,3,"mittel",5000,18.8,34551,62827.8134912252,1529
"AK-20",2014,219,109,110,"Land",1,20,NA,NA,NA,NA,3,"mittel",5000,25,6281,2278.3784861461,1573
"P-34",2015,261,101,112,"STW",3,0,0,NA,1895,0,5,"hoch",1312,1,55198,736852.167027653,1097
"U-24",2009,63,111,103,"STW",3,0,5,NA,1989,0,4,"gehoben",5000,12.2,11229,500061.889344011,1414
"AB-33",2017,199,102,109,"STW",3,0,5,NA,1994,0,3,"mittel",5000,11.4,29999,2295706.69816399,1142
"K-33",2013,261,101,112,"MFH",11,460,NA,NA,1896,0,4,"gehoben",4912,4.8,16393,452194.403927075,1126
"X-36",2013,193,102,109,"MFH",3,1300,NA,NA,1981,0,3,"mittel",5000,7.6,38790,929695.048613474,1054
"AA-14",2008,31,110,102,"STW",11,0,4,NA,2008,1,1,"sehr günstig",5000,24.2,20462,2011303.02013864,1727
"I-30",2012,249,104,111,"Land",1,1770,NA,NA,NA,NA,4,"gehoben",5000,8,5815,1190.31230030919,1232
"AF-18",2015,227,109,110,"STW",11,0,3,NA,1971,0,3,"mittel",5000,23.6,76233,2889933.09812876,1637
"AU-44",2009,120,108,105,"STW",1,0,5,NA,1973,0,2,"günstig",5000,30.8,61463,2193460.01326363,834
"E-32",2007,243,104,111,"EFH",1,360,5,120,2007,1,3,"mittel",5000,10.4,67204,776352.160484646,1160
"AH-39",2009,196,108,109,"EFH",1,140,4,60,1790,0,2,"günstig",5000,17.4,28594,2939623.36529116,196
"U-35",2017,261,101,112,"STW",1,0,0,NA,2016,1,5,"hoch",3389,4.8,50650,2022557.39674484,1076
"M-31",2010,261,101,112,"STW",1,0,0,NA,1982,0,5,"hoch",4925,4.6,19040,2659612.49998771,1203
"AB-46",2012,159,107,107,"STW",1,0,0,NA,2003,0,5,"hoch",493,16.4,81420,2066027.85404527,90
"T-20",2013,56,111,103,"STW",3,0,0,NA,NA,NA,2,"günstig",5000,16.4,52311,2032535.47184332,1558
"M-33",2011,261,101,112,"MFH",11,370,NA,NA,1930,0,4,"gehoben",3342,3,36738,1113441.24271383,1128
"AP-33",2017,297,108,108,"STW",1,0,4,NA,2017,1,1,"sehr günstig",5000,24.4,33227,2864270.68291826,1154
"AD-22",2017,230,109,110,"MFH",3,670,NA,NA,1891,0,2,"günstig",5000,19,39424,2109092.82125218,1494
"AJ-17",2009,225,109,110,"Land",1,630,NA,NA,NA,NA,3,"mittel",5000,26.8,2139,1508.71427772753,1668
"P-31",2017,261,101,112,"STW",11,0,0,NA,2015,1,5,"hoch",4503,4.2,54587,2141102.72822506,1206
"K-11",2007,61,111,103,"MFH",1,1210,NA,NA,1982,0,2,"günstig",5000,25.6,26346,1129262.01467309,1765
"AI-46",2017,153,107,107,"MFH",1,1330,NA,NA,1974,0,2,"günstig",2248,21.8,63976,2020199.50990204,773
"AC-22",2016,230,109,110,"STW",3,0,4,NA,2005,0,2,"günstig",5000,18,26586,2295630.97679871,1493
"AK-38",2010,121,108,105,"STW",3,0,4,NA,NA,NA,2,"günstig",5000,20,52976,1209704.65195237,1010
"R-29",2009,66,102,103,"STW",3,0,0,NA,2003,0,2,"günstig",5000,6.6,30406,2995488.09539655,1262
"S-35",2008,261,101,112,"EFH",1,650,NA,NA,1924,0,5,"hoch",1906,3,11411,1305808.22957365,1074
"N-33",2014,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",3084,2.6,46668,2651753.08319915,1129
"M-31",2017,261,101,112,"STW",1,0,4,NA,1955,0,5,"hoch",4925,4.6,39496,2831578.16486026,1203
"I-23",2014,86,111,104,"STW",1,0,3,NA,1967,0,3,"mittel",5000,13.8,55812,1748238.48674062,1439
"AK-40",2014,121,108,105,"Land",3,900,NA,NA,1914,0,2,"günstig",5000,20.6,6132,1258.19826593786,950
"AD-47",2010,155,107,107,"STW",1,0,0,NA,2010,1,4,"gehoben",570,18.4,50816,1649615.59207772,71
"J-41",2016,3,105,101,"STW",3,0,4,NA,2004,0,3,"mittel",5000,8.6,75309,1122034.91056827,900
"AA-28",2016,176,109,108,"EFH",1,550,6,160,1994,0,3,"mittel",5000,12.4,42427,1371094.47977459,1290
"H-34",2011,248,104,111,"STW",3,0,0,NA,1997,0,4,"gehoben",5000,7.4,51533,2320115.39453745,290
"H-32",2010,247,104,111,"STW",3,0,0,NA,2010,1,2,"günstig",5000,8,27430,1152457.28777838,1163
"AI-22",2014,230,109,110,"EFH",1,1170,5,180,1990,0,3,"mittel",5000,22.2,18734,1150769.83724034,1499
"Y-47",2011,142,106,106,"STW",11,0,0,NA,2011,1,4,"gehoben",278,16,65670,2695561.71347876,68
"E-27",2007,85,103,104,"Land",1,380,NA,NA,NA,NA,2,"günstig",5000,12.8,538,254.518730949378,1305
"AG-21",2012,230,109,110,"EFH",1,180,4,120,1932,0,2,"günstig",5000,21.4,31403,2883511.19096333,1533
"M-15",2017,58,111,103,"STW",3,0,3,NA,2010,0,2,"günstig",5000,21,51904,154693.358657765,1698
"AB-42",2008,192,107,109,"EFH",1,740,5,190,1995,0,4,"gehoben",4363,13.6,67093,862362.11608001,880
"S-35",2017,261,101,112,"STW",1,0,0,NA,2017,1,5,"hoch",1906,3,71669,434909.504460287,1074
"Z-49",2010,142,106,106,"STW",11,0,4,NA,1972,0,4,"gehoben",532,17.8,59707,2033095.71566572,47
"P-41",2009,131,106,106,"EFH",1,250,5,140,1999,0,3,"mittel",1330,6.6,48995,1739922.91969864,904
"E-21",2013,93,111,104,"STW",3,0,4,NA,2013,1,2,"günstig",5000,17.6,38711,2035681.53062719,1511
"Q-29",2013,66,102,103,"STW",3,0,0,NA,2013,1,3,"mittel",5000,5.8,26388,2703125.09028299,360
"X-27",2007,52,102,103,"STW",1,0,0,NA,2007,1,3,"mittel",5000,11.4,44971,771391.831756104,1322
"K-12",2012,70,111,103,"EFH",1,450,5,110,1985,0,1,"sehr günstig",5000,24.4,27521,893431.253966526,564
"W-25",2010,64,102,103,"STW",3,0,4,NA,1998,0,3,"mittel",5000,12,28731,2132275.59134061,1388
"AG-20",2012,230,109,110,"STW",3,0,5,NA,NA,NA,3,"mittel",5000,22.2,7778,1787908.32023439,1569
"AO-41",2013,117,108,105,"STW",1,0,0,NA,2013,1,2,"günstig",5000,24.4,12552,1554203.33358587,922
"AH-23",2009,230,109,110,"EFH",3,990,7,300,1919,0,2,"günstig",5000,21.2,76612,105368.941794615,1462
"AL-27",2008,231,109,110,"STW",11,0,4,NA,1988,0,1,"sehr günstig",5000,22.2,56391,186693.117536022,401
"AO-42",2015,117,108,105,"EFH",1,540,6,160,1994,0,3,"mittel",5000,24.8,12023,789937.595838215,891
"AF-17",2012,227,109,110,"EFH",1,720,7,220,2003,0,3,"mittel",5000,24.4,34532,878931.447422714,1664
"K-20",2015,88,111,104,"STW",3,0,4,NA,2004,0,2,"günstig",5000,16.2,81618,2008561.89344625,469
"F-46",2009,10,105,101,"EFH",3,810,4,NA,1800,0,2,"günstig",5000,15,11441,662910.016730078,756
"AB-15",2009,31,110,102,"STW",3,0,4,NA,1992,0,2,"günstig",5000,24.2,67931,1763574.47714545,532
"J-29",2015,96,103,104,"STW",1,0,4,NA,1968,0,3,"mittel",5000,8.4,23325,929634.991112631,1259
"Q-33",2015,261,101,112,"STW",11,0,0,NA,1960,0,5,"hoch",1917,1.8,43426,190600.905668805,1132
"AC-22",2013,230,109,110,"Land",1,330,NA,NA,NA,NA,3,"mittel",5000,18,5122,1895.17875474063,1493
"U-41",2007,151,107,107,"Land",1,8070,NA,NA,NA,NA,6,"sehr hoch",739,8.6,297,332.070910693263,905
"AC-52",2012,138,106,106,"STW",1,0,4,NA,2012,1,4,"gehoben",1382,22.6,41494,581720.772026922,20
"AL-46",2011,112,108,105,"STW",1,0,0,NA,2011,1,2,"günstig",2289,23.8,35194,583101.588224061,774
"AB-21",2007,230,109,110,"STW",11,0,4,NA,1986,0,2,"günstig",5000,18.6,54881,2627171.15058878,1528
"N-35",2010,261,101,112,"MFH",11,440,NA,NA,1934,0,5,"hoch",1728,1.8,77425,1421047.43110994,1071
"AI-34",2011,177,108,108,"EFH",1,150,5,120,1978,0,3,"mittel",5000,17.8,51477,277116.356636398,1110
"Q-41",2011,139,106,106,"MFH",1,1040,NA,NA,1912,0,5,"hoch",585,7.2,68802,905248.479335802,162
"AN-41",2017,117,108,105,"STW",3,0,0,NA,2017,1,2,"günstig",5000,23.4,35225,2422763.29267968,921
"AC-46",2008,155,107,107,"STW",1,0,0,NA,NA,NA,4,"gehoben",591,17.4,33756,2374875.33089262,91
"R-34",2007,261,101,112,"STW",1,0,4,NA,1985,0,6,"sehr hoch",2020,2.2,76649,1968418.57951065,1099
"AN-29",2015,181,108,108,"Land",1,2130,NA,NA,NA,NA,2,"günstig",5000,23.2,6689,75.9265272031771,1278
"T-20",2015,56,111,103,"STW",11,0,3,NA,1972,0,2,"günstig",5000,16.4,64677,161249.125553411,1558
"P-44",2011,136,106,106,"STW",1,0,0,NA,2011,1,3,"mittel",2746,9.8,51192,274490.246804431,814
"J-50",2011,7,105,101,"STW",3,0,0,NA,2011,1,2,"günstig",5000,17.2,36416,2005486.44461727,688
"AH-15",2008,216,109,110,"STW",3,0,5,NA,2008,1,2,"günstig",5000,27.2,62523,2845848.94683585,1710
"L-38",2013,13,105,101,"EFH",1,1150,4,130,1984,0,4,"gehoben",3488,5,18339,2991457.58592465,997
"M-32",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",4087,3.8,25379,1467750.77692047,1166
"J-20",2010,88,111,104,"Land",1,1000,NA,NA,NA,NA,3,"mittel",5000,17,3651,0.587824911344796,1550
"N-36",2008,261,101,112,"STW",3,0,0,NA,NA,NA,4,"gehoben",1561,2.2,67255,167126.56450097,1050
"R-43",2016,141,106,106,"STW",1,0,3,NA,1979,0,4,"gehoben",622,9,14380,1773011.11846766,845
"AD-43",2008,192,107,109,"MFH",11,690,NA,NA,1991,0,3,"mittel",4200,15.8,39118,2381621.26613955,852
"M-34",2012,261,101,112,"STW",11,0,5,NA,1959,0,4,"gehoben",2779,2.8,77214,537146.437244955,1094
"X-34",2008,193,102,109,"STW",11,0,5,NA,2008,1,3,"mittel",5000,7.6,68549,2033496.91144819,1103
"G-26",2012,83,103,104,"STW",3,0,4,NA,2012,1,2,"günstig",5000,12.2,12772,888198.301784694,1339
"R-36",2010,261,101,112,"Land",1,2800,NA,NA,NA,NA,5,"hoch",918,2.2,5513,2219.92532496457,1052
"N-33",2013,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",3084,2.6,9509,2005.93785289675,1129
"X-39",2011,160,107,107,"STW",1,0,3,NA,2010,1,6,"sehr hoch",4508,8.8,34396,524734.950880287,972
"AI-47",2015,153,107,107,"STW",1,0,0,NA,2015,1,3,"mittel",1197,22.4,28872,2118752.02367723,754
"S-33",2015,261,101,112,"EFH",1,260,4,110,1937,0,5,"hoch",3074,3.2,32893,2517598.25301904,1134
"D-31",2011,243,104,111,"MFH",3,480,NA,NA,1911,0,2,"günstig",5000,11.8,18484,1723671.03564495,1196
"AF-22",2010,230,109,110,"STW",1,0,3,NA,1994,0,3,"mittel",5000,20.4,71853,1665904.04796205,1496
"L-34",2008,261,101,112,"STW",11,0,0,NA,1941,0,4,"gehoben",3847,3.8,76638,127772.292682319,1093
"O-31",2016,261,101,112,"STW",11,0,0,NA,2015,1,4,"gehoben",4120,3.8,57312,1373481.21860507,1205
"W-43",2007,152,107,107,"STW",1,0,4,NA,2007,1,6,"sehr hoch",1029,11.4,74559,2769694.42391628,847
"O-30",2013,261,101,112,"Land",1,360,NA,NA,NA,NA,4,"gehoben",5000,4.8,6066,2233.31963449402,1235
"W-44",2011,156,107,107,"STW",11,0,3,NA,NA,NA,5,"hoch",283,12.2,39084,52652.7518013027,123
"N-34",2010,261,101,112,"STW",3,0,0,NA,1930,0,4,"gehoben",2295,2,53178,505439.651784138,1095
"Y-32",2014,191,102,109,"STW",1,0,0,NA,2014,1,2,"günstig",5000,8.8,63181,1479155.88461258,1176
"W-43",2016,152,107,107,"STW",1,0,0,NA,1996,0,6,"sehr hoch",1029,11.4,28122,1346262.44213106,847
"Q-28",2010,66,102,103,"STW",1,0,4,NA,NA,NA,3,"mittel",5000,7,26708,1894549.2627956,382
"AF-35",2015,198,108,109,"EFH",1,720,5,140,1993,0,3,"mittel",5000,15,81790,1037817.1332049,1082
"N-40",2007,131,106,106,"MFH",11,3080,NA,NA,1947,0,2,"günstig",2608,5.8,55322,1847501.49284664,173
"Q-21",2007,51,111,103,"Land",1,310,NA,NA,NA,NA,3,"mittel",5000,14.4,332,1233.8257998894,1519
"AT-42",2009,120,108,105,"EFH",6,1900,5,230,1845,0,NA,NA,5000,29,48494,1485902.38135343,896
"AV-45",2016,120,108,105,"STW",3,0,0,NA,2007,0,1,"sehr günstig",4616,31.8,57081,2163850.64013279,805
"I-30",2014,249,104,111,"STW",3,0,0,NA,2014,1,3,"mittel",5000,8,76290,1959544.59140636,1232
"AO-29",2012,181,108,108,"EFH",3,560,6,180,1949,0,1,"sehr günstig",5000,24,33813,2487328.50368274,367
"J-20",2012,88,111,104,"EFH",3,230,5,150,1682,0,3,"mittel",5000,17,62682,1712022.0573179,1550
"I-43",2017,2,105,101,"EFH",3,440,6,140,1870,0,2,"günstig",5000,11.2,60707,1249815.57872344,838
"W-43",2016,152,107,107,"STW",1,0,5,NA,2008,0,6,"sehr hoch",1029,11.4,74542,742859.18466351,847
"P-40",2015,135,106,106,"STW",11,0,4,NA,1983,0,5,"hoch",917,5.6,53336,58681.3673983561,936
"P-30",2009,261,101,112,"MFH",11,600,NA,NA,NA,NA,4,"gehoben",5000,5.2,61070,337116.050144425,1236
"N-20",2017,53,111,103,"MFH",11,950,NA,NA,1956,0,2,"günstig",5000,16,40025,214736.501598498,1552
"Z-18",2013,223,109,110,"EFH",3,550,6,160,1990,0,2,"günstig",5000,20.4,25586,1210980.40174344,1631
"AB-32",2007,199,102,109,"EFH",1,560,6,100,1987,0,3,"mittel",5000,11.6,28156,1112439.89094824,1179
"AH-20",2012,230,109,110,"STW",11,0,4,NA,2012,1,3,"mittel",5000,23.2,32260,498450.856451644,1570
"AK-7",2010,36,110,102,"MFH",3,400,NA,100,1820,0,1,"sehr günstig",5000,35.4,32337,1184036.59037582,1837
"Y-45",2008,156,107,107,"STW",1,0,0,NA,2008,1,4,"gehoben",209,14.2,58315,1982811.86842406,109
"AI-25",2015,231,109,110,"Land",3,0,NA,NA,NA,NA,1,"sehr günstig",5000,20.4,6870,2181.36392655096,430
"N-35",2017,261,101,112,"STW",3,0,1,NA,1974,0,4,"gehoben",1728,1.8,41297,1059145.57802095,1071
"R-22",2012,72,111,103,"STW",1,0,4,NA,2012,1,4,"gehoben",5000,14,23695,1112617.0534523,1484
"U-42",2016,151,107,107,"STW",11,0,5,NA,1978,0,5,"hoch",267,9.4,77611,1883866.96887354,151
"M-32",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",4087,3.8,25376,1049776.23705205,1166
"AI-34",2012,177,108,108,"STW",11,0,3,NA,2001,0,3,"mittel",5000,17.8,72943,2184595.38339125,1110
"AM-38",2007,121,108,105,"STW",3,0,0,NA,2007,1,3,"mittel",5000,21.8,20798,2094598.52000256,1011
"Y-39",2007,154,107,107,"Land",1,1910,NA,NA,NA,NA,4,"gehoben",4981,9.8,5113,2884.55627430533,191
"AB-46",2014,155,107,107,"EFH",2,1000,5,150,1850,0,3,"mittel",493,16.4,69593,1422903.85290561,90
"S-24",2016,62,102,103,"Land",1,1040,NA,NA,1958,0,4,"gehoben",5000,11.6,7498,1951.87436035473,1412
"AO-43",2016,113,108,105,"MFH",3,640,NA,NA,1830,0,1,"sehr günstig",5000,25.2,48463,713165.343712433,861
"AI-46",2013,153,107,107,"STW",1,0,4,NA,2013,1,3,"mittel",2248,21.8,25534,1083542.70091536,773
"AE-47",2007,158,107,107,"MFH",3,490,NA,NA,1870,0,4,"gehoben",744,19.6,74266,812063.260748517,750
"G-15",2015,102,111,104,"STW",3,0,0,NA,2015,1,2,"günstig",5000,22.4,46256,1749769.2490496,1695
"AB-50",2012,142,106,106,"EFH",1,550,6,180,2000,0,4,"gehoben",232,19.8,35243,1290753.56088916,41
"V-32",2010,191,102,109,"STW",11,0,4,NA,2010,1,3,"mittel",5000,6.4,16595,2601255.4729894,1173
"C-20",2014,91,111,104,"STW",11,0,2,NA,1993,0,2,"günstig",5000,19.6,53295,2960936.50660454,468
"AN-44",2017,113,108,105,"EFH",1,350,5,90,1978,0,2,"günstig",4832,24.4,61832,2431371.76679343,827
"W-29",2014,200,102,109,"STW",11,0,5,NA,1996,0,3,"mittel",5000,8.8,76580,884877.370470087,363
"H-36",2009,242,104,111,"STW",1,0,3,NA,1973,0,3,"mittel",5000,7.4,21381,70909.8381737713,1047
"AE-37",2008,198,108,109,"STW",11,0,0,NA,2008,1,3,"mittel",5000,14.4,62205,1000995.57815888,1033
"P-29",2017,261,101,112,"STW",11,0,6,NA,1974,0,4,"gehoben",5000,6.4,74045,2070547.70127346,359
"AB-23",2010,230,109,110,"EFH",1,470,6,150,2010,1,3,"mittel",5000,17,37579,451540.741903824,1456
"AK-20",2010,219,109,110,"Land",1,520,NA,NA,NA,NA,3,"mittel",5000,25,2875,1129.47817446594,1573
"N-41",2007,131,106,106,"STW",11,0,4,NA,1974,0,4,"gehoben",3047,6.8,28841,2482971.8968427,161
"X-36",2007,193,102,109,"STW",11,0,3,NA,1974,0,2,"günstig",5000,7.6,13224,2158835.16488003,1054
"G-27",2012,84,103,104,"STW",11,0,2,NA,1974,0,2,"günstig",5000,11.4,70144,611807.404509513,1307
"AG-20",2012,230,109,110,"EFH",3,220,5,120,1760,0,3,"mittel",5000,22.2,65507,2767877.52947642,1569
"J-31",2015,245,104,111,"MFH",11,1240,NA,NA,1955,0,2,"günstig",5000,6.8,54910,2871475.26860295,325
"AI-20",2015,230,109,110,"STW",1,0,4,NA,2004,0,2,"günstig",5000,23.6,29651,537604.170715669,1571
"AB-7",2009,40,110,102,"Land",3,380,NA,NA,NA,NA,1,"sehr günstig",5000,32,2171,218.90319918457,1830
"Y-27",2010,64,102,103,"STW",1,0,3,NA,1971,0,3,"mittel",5000,11.6,16986,524955.918290187,397
"Z-11",2012,30,110,102,"STW",1,0,5,NA,2011,1,2,"günstig",5000,27.4,20178,1267944.41052759,1776
"AA-31",2013,199,102,109,"STW",1,0,0,NA,2013,1,NA,NA,5000,11,18993,2476038.03572827,1214
"K-39",2010,3,105,101,"EFH",1,320,6,180,1979,0,3,"mittel",4833,6.8,68137,2312499.20937023,965
"H-16",2014,102,111,104,"MFH",3,560,NA,250,1995,0,3,"mittel",5000,21.6,23728,2937622.28199118,1673
"P-19",2012,53,111,103,"STW",3,0,3,NA,2012,1,3,"mittel",5000,17,15579,852932.640090585,1591
"P-20",2007,53,111,103,"STW",3,0,3,NA,2001,0,2,"günstig",5000,16,49137,936830.58102231,1554
"U-31",2011,69,102,103,"MFH",2,4580,NA,NA,2012,1,2,"günstig",5000,6,22518,421489.84808987,328
"G-32",2007,247,104,111,"EFH",1,670,6,110,1947,0,3,"mittel",5000,8.6,10895,1572267.55657594,1162
"AH-42",2009,115,108,105,"STW",3,0,0,NA,2000,0,3,"mittel",5000,18.4,79018,288106.980555109,884
"AJ-41",2009,115,108,105,"EFH",1,460,5,70,1954,0,3,"mittel",5000,19.8,41428,1853385.26466337,917
"Z-46",2017,156,107,107,"STW",1,0,3,NA,1993,0,5,"hoch",264,15.2,82892,2969269.52465391,88
"V-22",2013,65,111,103,"STW",3,0,0,NA,1849,0,2,"günstig",5000,15,78968,1621697.57829269,1488
"AI-25",2007,231,109,110,"EFH",1,940,7,150,1965,0,2,"günstig",5000,20.4,25884,1789209.62079207,430
"Q-23",2017,72,111,103,"STW",11,0,4,NA,1995,0,3,"mittel",5000,12.2,43839,1348933.08248103,1446
"W-36",2016,195,102,109,"STW",1,0,0,NA,2012,0,4,"gehoben",4642,6.8,46550,1181400.44488769,249
"M-15",2015,58,111,103,"STW",3,0,5,NA,2015,1,2,"günstig",5000,21,23278,2223884.12384177,1698
"K-38",2007,14,105,101,"EFH",1,510,5,200,1992,0,4,"gehoben",4515,6,59374,1588167.00053704,996
"W-43",2009,152,107,107,"MFH",1,990,NA,NA,1985,0,5,"hoch",1029,11.4,17446,2230909.4449121,847
"AD-22",2016,230,109,110,"MFH",11,400,NA,NA,1898,0,3,"mittel",5000,19,56949,115537.698550383,1494
"O-36",2009,261,101,112,"MFH",3,240,NA,NA,1896,0,5,"hoch",626,2,63812,1976193.18976684,1051
"AI-34",2015,177,108,108,"EFH",11,330,5,200,2000,0,3,"mittel",5000,17.8,11317,2943062.71525333,1110
"G-43",2008,2,105,101,"EFH",3,160,5,160,1998,0,2,"günstig",5000,12.4,33236,1654651.52065421,836
"T-26",2010,62,102,103,"STW",11,0,4,NA,2010,1,3,"mittel",5000,10.2,65332,837052.788356203,1350
"O-33",2015,261,101,112,"STW",3,0,0,NA,2015,1,5,"hoch",2123,1.8,49853,229093.72570191,1130
"AD-36",2016,198,108,109,"STW",11,0,0,NA,2009,0,3,"mittel",5000,13.2,33400,62177.7879092842,1057
"U-30",2014,69,102,103,"STW",3,0,0,NA,2011,0,3,"mittel",5000,6.6,80936,898521.38207003,1239
"AU-44",2010,120,108,105,"EFH",3,360,5,170,1740,0,2,"günstig",5000,30.8,14368,2712932.52221285,834
"AE-37",2013,198,108,109,"STW",1,0,0,NA,NA,NA,3,"mittel",5000,14.4,31938,1237069.85682074,1033
"AB-53",2017,138,106,106,"STW",1,0,4,NA,1996,0,3,"mittel",2450,22.4,31277,1417608.10768604,15
"AV-45",2013,120,108,105,"STW",1,0,0,NA,2013,1,1,"sehr günstig",4616,31.8,61838,2151938.4866748,805
"M-24",2014,90,111,104,"EFH",1,330,5,120,1979,0,2,"günstig",5000,11.4,19125,2274345.25510482,1408
"AE-47",2014,158,107,107,"STW",1,0,0,NA,2014,1,4,"gehoben",744,19.6,20587,2667139.55847162,750
"AU-43",2017,120,108,105,"EFH",1,1570,6,130,1958,0,2,"günstig",5000,30.4,82849,123969.704345334,867
"J-27",2011,96,103,104,"EFH",1,1120,5,240,2011,1,4,"gehoben",5000,10,59428,512214.096814743,1310
"AB-33",2014,199,102,109,"STW",3,0,5,NA,1972,0,2,"günstig",5000,11.4,60322,749644.087867462,1142
"AP-47",2017,118,108,105,"EFH",1,270,3,140,1980,0,3,"mittel",2986,27.6,17713,1751727.96120867,77
"R-43",2010,141,106,106,"STW",3,0,5,NA,2001,0,4,"gehoben",622,9,60257,2842334.34411837,845
"AB-21",2008,230,109,110,"STW",3,0,0,NA,2008,1,2,"günstig",5000,18.6,75505,422070.666753338,1528
"E-31",2011,243,104,111,"Land",3,140,NA,NA,NA,NA,2,"günstig",5000,10.8,4472,1551.41683413461,1197
"Z-33",2015,199,102,109,"STW",11,0,4,NA,2001,0,2,"günstig",5000,9.6,69946,953200.589009095,1140
"U-41",2013,151,107,107,"STW",1,0,5,NA,1964,0,6,"sehr hoch",739,8.6,72632,2602350.48599052,905
"S-18",2016,57,111,103,"STW",3,0,4,NA,2003,0,2,"günstig",5000,17.8,27202,542741.883333307,1628
"AK-38",2016,121,108,105,"STW",3,0,0,NA,2016,1,3,"mittel",5000,20,74714,1015222.49516833,1010
"G-29",2015,251,104,111,"EFH",1,630,4,100,1953,0,4,"gehoben",5000,10.2,58395,2198248.03878495,1258
"AO-37",2010,111,108,105,"STW",1,0,0,NA,2010,1,2,"günstig",5000,23.6,49424,2699588.71850232,1036
"W-38",2007,160,107,107,"STW",1,0,0,NA,2007,1,5,"hoch",3882,7.6,75153,1966427.23366048,1003
"M-31",2011,261,101,112,"EFH",1,440,5,120,1850,0,5,"hoch",4925,4.6,37596,710893.343788921,1203
"Q-42",2012,141,106,106,"STW",1,0,4,NA,1998,0,4,"gehoben",1043,8.2,68017,806647.631689557,875
"AE-37",2016,198,108,109,"STW",11,0,0,NA,2016,1,3,"mittel",5000,14.4,54832,2034698.36665515,1033
"J-40",2015,3,105,101,"MFH",3,3240,NA,NA,2012,0,2,"günstig",5000,7.8,51333,2960979.25766173,932
"AB-23",2008,230,109,110,"EFH",1,280,5,260,2009,1,3,"mittel",5000,17,54876,133552.243994898,1456
"R-24",2007,72,111,103,"Land",1,20,NA,NA,NA,NA,3,"mittel",5000,11.8,794,1212.15521392447,1411
"Y-7",2008,35,110,102,"Land",1,980,NA,NA,NA,NA,2,"günstig",5000,30.6,1044,1861.06084247795,1827
"AE-9",2015,37,110,102,"MFH",3,240,NA,NA,1795,0,1,"sehr günstig",5000,30.6,24847,305696.127315285,1810
"S-27",2015,62,102,103,"EFH",1,680,6,150,1953,0,3,"mittel",5000,8.4,77022,564042.793297907,1317
"N-35",2012,261,101,112,"MFH",3,200,NA,NA,1913,0,5,"hoch",1728,1.8,49114,1553112.53318586,1071
"X-26",2013,64,102,103,"EFH",1,1310,6,150,1960,0,3,"mittel",5000,12.2,74676,2715099.72669999,1354
"E-44",2014,11,105,101,"EFH",3,270,4,90,1880,0,1,"sehr günstig",5000,14.4,82697,2570816.28727738,117
"AK-39",2013,121,108,105,"EFH",1,500,6,160,1944,0,3,"mittel",5000,20.2,77085,1444147.13222429,979
"AP-38",2010,111,108,105,"STW",11,0,5,NA,1999,0,2,"günstig",5000,24.6,65363,2610447.08577008,1014
"AD-20",2015,230,109,110,"EFH",1,320,4,100,1933,0,3,"mittel",5000,20.6,58142,354916.791416705,1566
"AJ-21",2012,219,109,110,"EFH",2,310,6,160,1911,0,1,"sehr günstig",5000,24,50930,100010.514579015,1536
"AM-38",2010,121,108,105,"STW",3,0,3,NA,2010,1,3,"mittel",5000,21.8,52050,1491670.04265368,1011
"AB-33",2007,199,102,109,"STW",3,0,2,NA,1972,0,2,"günstig",5000,11.4,34134,589301.481813076,1142
"AO-37",2009,111,108,105,"STW",1,0,0,NA,2009,1,2,"günstig",5000,23.6,49436,2332572.91921286,1036
"AA-49",2013,142,106,106,"STW",11,0,2,NA,NA,NA,4,"gehoben",342,18.8,74751,780216.850467608,48
"B-21",2009,91,111,104,"EFH",1,440,5,150,1998,0,3,"mittel",5000,19.8,63374,2985474.04488013,1508
"Z-49",2016,142,106,106,"EFH",1,1090,5,100,1970,0,3,"mittel",532,17.8,24943,1091257.81516463,47
